time;wx (rad/s);wy (rad/s);wz (rad/s)
0,002601;-0,12;0,05;0,06
0,003050;-0,14;0,13;0,06
0,003306;-0,16;0,19;0,06
0,003715;-0,17;0,25;0,06
0,007179;-0,19;0,30;0,06
0,008058;-0,20;0,34;0,06
0,010345;-0,21;0,38;0,06
0,016199;-0,21;0,41;0,05
0,016548;-0,22;0,43;0,05
0,017214;-0,21;0,44;0,05
0,019652;-0,21;0,45;0,05
0,022000;-0,21;0,45;0,05
0,024110;-0,20;0,45;0,05
0,026291;-0,19;0,45;0,05
0,029114;-0,18;0,44;0,05
0,031191;-0,16;0,43;0,05
0,033685;-0,15;0,42;0,04
0,036537;-0,14;0,41;0,04
0,038336;-0,12;0,40;0,04
0,039949;-0,11;0,39;0,04
0,043067;-0,10;0,39;0,04
0,045203;-0,09;0,38;0,04
0,047874;-0,08;0,38;0,04
0,049771;-0,07;0,38;0,04
0,053027;-0,07;0,37;0,05
0,054446;-0,06;0,36;0,05
0,056906;-0,05;0,35;0,05
0,058868;-0,05;0,34;0,05
0,061631;-0,04;0,32;0,05
0,063807;-0,04;0,30;0,05
0,066097;-0,04;0,27;0,05
0,068433;-0,03;0,24;0,05
0,073890;-0,03;0,21;0,05
0,074354;-0,03;0,17;0,05
0,075493;-0,03;0,15;0,05
0,078224;-0,03;0,12;0,04
0,079874;-0,03;0,10;0,04
0,082915;-0,03;0,09;0,04
0,085346;-0,04;0,08;0,04
0,092513;-0,04;0,07;0,04
0,092954;-0,04;0,07;0,04
0,093171;-0,04;0,06;0,03
0,095350;-0,04;0,07;0,03
0,096361;-0,05;0,07;0,02
0,098899;-0,06;0,08;0,02
0,101158;-0,06;0,08;0,02
0,103506;-0,07;0,10;0,01
0,105784;-0,08;0,10;0,01
0,108194;-0,08;0,11;0,01
0,111060;-0,09;0,12;0,00
0,112866;-0,10;0,13;-0,00
0,115276;-0,10;0,13;-0,00
0,118167;-0,11;0,13;-0,01
0,120187;-0,11;0,13;-0,01
0,122273;-0,11;0,12;-0,01
0,124594;-0,11;0,12;-0,02
0,126782;-0,11;0,11;-0,02
0,129163;-0,11;0,10;-0,02
0,131576;-0,10;0,08;-0,02
0,133900;-0,09;0,07;-0,03
0,136022;-0,08;0,05;-0,03
0,138228;-0,07;0,04;-0,03
0,140173;-0,06;0,02;-0,03
0,143156;-0,05;0,00;-0,03
0,145463;-0,04;-0,01;-0,03
0,147840;-0,03;-0,03;-0,03
0,150117;-0,02;-0,04;-0,02
0,152905;-0,01;-0,05;-0,02
0,154682;-0,00;-0,06;-0,02
0,157083;0,00;-0,07;-0,02
0,159513;0,01;-0,08;-0,02
0,162077;0,02;-0,09;-0,02
0,164132;0,03;-0,10;-0,02
0,166378;0,03;-0,10;-0,02
0,174740;0,04;-0,10;-0,02
0,175422;0,04;-0,10;-0,02
0,175688;0,04;-0,09;-0,02
0,175923;0,04;-0,08;-0,02
0,178316;0,04;-0,07;-0,02
0,180308;0,04;-0,05;-0,02
0,182997;0,03;-0,03;-0,02
0,185581;0,03;-0,01;-0,02
0,191714;0,03;0,01;-0,03
0,192117;0,02;0,02;-0,03
0,192268;0,01;0,04;-0,03
0,194428;0,01;0,06;-0,04
0,196668;0,00;0,07;-0,04
0,198767;-0,00;0,07;-0,05
0,201323;-0,00;0,09;-0,05
0,203757;-0,01;0,09;-0,05
0,205823;-0,01;0,09;-0,06
0,208499;-0,01;0,09;-0,06
0,210960;-0,01;0,08;-0,05
0,212872;-0,02;0,07;-0,05
0,215469;-0,02;0,06;-0,05
0,217584;-0,03;0,05;-0,04
0,220473;-0,04;0,04;-0,02
0,222414;-0,04;0,03;-0,01
0,224713;-0,04;0,02;-0,01
0,227774;-0,05;0,01;0,00
0,229421;-0,05;0,01;0,01
0,231606;-0,04;0,01;0,01
0,234142;-0,04;0,01;0,02
0,236455;-0,05;0,01;0,02
0,238586;-0,05;0,01;0,02
0,240501;-0,04;0,01;0,02
0,244326;-0,04;0,01;0,02
0,245755;-0,04;0,01;0,02
0,247854;-0,04;0,00;0,03
0,250496;-0,03;-0,00;0,03
0,252902;-0,03;-0,01;0,03
0,254793;-0,02;-0,02;0,04
0,257506;-0,02;-0,03;0,04
0,266020;-0,01;-0,04;0,04
0,266576;-0,01;-0,05;0,04
0,266853;-0,00;-0,06;0,04
0,267090;0,01;-0,07;0,04
0,269276;0,01;-0,07;0,05
0,271142;0,02;-0,08;0,05
0,273829;0,03;-0,10;0,04
0,276779;0,03;-0,10;0,04
0,282170;0,04;-0,12;0,04
0,282655;0,04;-0,13;0,04
0,282859;0,05;-0,14;0,04
0,285343;0,06;-0,15;0,04
0,287421;0,06;-0,16;0,04
0,289619;0,06;-0,17;0,04
0,292635;0,06;-0,18;0,04
0,294301;0,06;-0,18;0,04
0,296969;0,06;-0,18;0,04
0,298952;0,06;-0,18;0,04
0,301948;0,06;-0,18;0,04
0,303640;0,05;-0,17;0,04
0,306246;0,05;-0,17;0,05
0,308586;0,04;-0,16;0,05
0,310958;0,04;-0,15;0,05
0,312689;0,03;-0,14;0,05
0,315803;0,03;-0,13;0,05
0,317815;0,02;-0,13;0,06
0,320259;0,01;-0,12;0,06
0,322693;0,01;-0,11;0,06
0,324431;0,01;-0,11;0,06
0,327506;0,01;-0,11;0,06
0,329453;0,00;-0,12;0,05
0,331988;0,01;-0,12;0,05
0,334390;0,01;-0,13;0,05
0,336543;0,01;-0,14;0,05
0,338686;0,02;-0,15;0,04
0,340484;0,02;-0,15;0,04
0,343836;0,03;-0,16;0,03
0,345731;0,03;-0,17;0,03
0,348070;0,04;-0,17;0,02
0,350829;0,04;-0,17;0,02
0,352861;0,04;-0,17;0,01
0,355038;0,05;-0,18;0,01
0,357606;0,06;-0,17;0,01
0,365227;0,05;-0,17;0,00
0,365775;0,05;-0,17;0,00
0,366031;0,05;-0,17;0,00
0,366877;0,05;-0,17;0,00
0,369168;0,04;-0,16;0,01
0,371467;0,04;-0,15;0,01
0,373988;0,04;-0,15;0,01
0,376281;0,04;-0,13;0,01
0,382074;0,03;-0,12;0,01
0,382601;0,03;-0,11;0,01
0,383108;0,03;-0,09;0,01
0,385333;0,02;-0,08;0,01
0,387617;0,02;-0,07;0,01
0,389795;0,01;-0,05;0,01
0,392162;0,01;-0,04;0,01
0,394575;0,01;-0,03;0,01
0,397065;0,01;-0,02;0,00
0,399217;0,01;-0,02;0,00
0,401855;0,01;-0,02;-0,00
0,403927;0,02;-0,01;-0,01
0,406399;0,02;-0,01;-0,01
0,408461;0,03;-0,01;-0,02
0,411563;0,03;-0,01;-0,02
0,413028;0,03;-0,01;-0,03
0,415897;0,03;-0,02;-0,03
0,418031;0,03;-0,02;-0,03
0,420602;0,03;-0,02;-0,03
0,422611;0,03;-0,02;-0,03
0,424970;0,03;-0,02;-0,03
0,427306;0,02;-0,02;-0,03
0,429531;0,01;-0,01;-0,04
0,431974;0,01;-0,01;-0,04
0,434618;0,00;-0,00;-0,04
0,436646;-0,00;0,00;-0,04
0,439001;-0,01;0,01;-0,04
0,440765;-0,01;0,01;-0,04
0,443813;-0,02;0,02;-0,04
0,445932;-0,03;0,02;-0,04
0,448252;-0,03;0,03;-0,04
0,450585;-0,03;0,04;-0,04
0,452844;-0,04;0,04;-0,04
0,455329;-0,04;0,04;-0,04
0,457395;-0,04;0,04;-0,04
0,461764;-0,04;0,03;-0,04
0,462342;-0,04;0,03;-0,04
0,464785;-0,03;0,03;-0,04
0,467217;-0,03;0,02;-0,04
0,472814;-0,02;0,02;-0,04
0,473389;-0,01;0,01;-0,04
0,473621;-0,01;0,00;-0,04
0,476203;-0,00;-0,01;-0,04
0,478411;0,00;-0,02;-0,04
0,480345;0,01;-0,03;-0,03
0,482915;0,01;-0,03;-0,03
0,485601;0,02;-0,04;-0,03
0,487913;0,02;-0,05;-0,02
0,490292;0,02;-0,06;-0,02
0,493034;0,02;-0,07;-0,01
0,495004;0,01;-0,07;-0,01
0,497091;0,02;-0,07;-0,00
0,499691;0,02;-0,07;0,00
0,501814;0,01;-0,07;0,01
0,504257;0,01;-0,06;0,01
0,506348;0,00;-0,06;0,02
0,509549;0,00;-0,06;0,02
0,511026;-0,00;-0,05;0,02
0,513575;-0,01;-0,04;0,02
0,516147;-0,01;-0,03;0,02
0,518348;-0,01;-0,03;0,02
0,520539;-0,01;-0,02;0,02
0,523114;-0,02;-0,01;0,02
0,525644;-0,02;-0,01;0,02
0,527765;-0,02;-0,01;0,02
0,530647;-0,02;-0,00;0,01
0,532470;-0,02;-0,00;0,01
0,535305;-0,02;-0,00;0,01
0,537298;-0,02;-0,01;0,01
0,539955;-0,02;-0,01;0,01
0,542545;-0,01;-0,01;0,01
0,544966;-0,02;-0,01;0,01
0,546206;-0,01;-0,02;0,01
0,548671;-0,01;-0,02;0,01
0,551703;-0,01;-0,02;0,01
0,554274;-0,01;-0,03;0,01
0,556389;-0,00;-0,03;0,01
0,558395;-0,00;-0,03;0,01
0,561448;-0,01;-0,04;0,01
0,562261;-0,00;-0,04;0,01
0,565787;0,00;-0,05;0,01
0,567725;-0,00;-0,05;0,01
0,572257;-0,00;-0,05;0,00
0,573083;-0,00;-0,05;0,00
0,574909;-0,00;-0,05;0,00
0,590303;-0,01;-0,04;-0,00
0,591137;-0,01;-0,04;-0,00
0,591471;-0,01;-0,03;-0,00
0,591692;-0,01;-0,03;-0,00
0,591898;-0,01;-0,03;-0,00
0,592114;-0,01;-0,03;-0,00
0,592313;-0,01;-0,02;-0,00
0,594573;-0,01;-0,02;-0,00
0,595286;-0,01;-0,02;-0,00
0,597458;-0,01;-0,02;-0,01
0,601064;-0,01;-0,02;-0,01
0,602657;-0,01;-0,02;-0,01
0,605112;-0,01;-0,02;-0,01
0,607756;-0,01;-0,02;-0,01
0,611787;-0,01;-0,02;-0,01
0,612653;-0,01;-0,02;-0,01
0,614606;-0,01;-0,02;-0,01
0,617011;-0,01;-0,02;-0,01
0,619220;-0,01;-0,02;-0,01
0,620784;-0,01;-0,02;-0,02
0,622976;-0,02;-0,03;-0,02
0,626461;-0,01;-0,03;-0,02
0,628242;-0,01;-0,03;-0,02
0,631027;-0,01;-0,04;-0,02
0,633649;-0,01;-0,05;-0,02
0,636569;-0,01;-0,05;-0,02
0,637350;-0,01;-0,06;-0,02
0,639830;-0,01;-0,06;-0,02
0,641570;-0,00;-0,07;-0,02
0,644509;-0,00;-0,07;-0,03
0,647222;-0,00;-0,08;-0,03
0,649703;-0,00;-0,08;-0,03
0,651279;0,00;-0,09;-0,03
0,654011;0,00;-0,09;-0,03
0,656498;0,00;-0,09;-0,03
0,657884;0,01;-0,10;-0,03
0,660795;0,01;-0,10;-0,04
0,662892;0,01;-0,10;-0,04
0,665873;0,00;-0,11;-0,04
0,671007;0,01;-0,11;-0,04
0,671983;0,00;-0,11;-0,04
0,672377;0,00;-0,12;-0,04
0,674792;0,00;-0,13;-0,04
0,687879;0,00;-0,13;-0,04
0,688706;0,00;-0,14;-0,04
0,688961;-0,00;-0,15;-0,04
0,689143;-0,00;-0,15;-0,04
0,689301;-0,00;-0,16;-0,04
0,689450;-0,01;-0,17;-0,04
0,691145;-0,01;-0,17;-0,04
0,692911;-0,01;-0,18;-0,04
0,695110;-0,01;-0,19;-0,04
0,698111;-0,02;-0,20;-0,04
0,701751;-0,02;-0,21;-0,04
0,702424;-0,02;-0,21;-0,04
0,705366;-0,02;-0,21;-0,03
0,707879;-0,02;-0,22;-0,03
0,710836;-0,02;-0,23;-0,03
0,711725;-0,02;-0,23;-0,02
0,714599;-0,02;-0,24;-0,02
0,716479;-0,02;-0,24;-0,02
0,719478;-0,02;-0,25;-0,01
0,721130;-0,02;-0,25;-0,01
0,723624;-0,02;-0,25;-0,01
0,726357;-0,02;-0,26;-0,01
0,727985;-0,02;-0,26;-0,00
0,730173;-0,02;-0,26;-0,00
0,733893;-0,03;-0,25;-0,00
0,735784;-0,02;-0,25;0,00
0,738440;-0,03;-0,25;0,01
0,739840;-0,03;-0,24;0,01
0,744578;-0,03;-0,24;0,01
0,745553;-0,03;-0,24;0,01
0,746715;-0,04;-0,23;0,02
0,749247;-0,04;-0,23;0,02
0,750932;-0,04;-0,22;0,02
0,753850;-0,04;-0,21;0,02
0,755849;-0,05;-0,20;0,03
0,759260;-0,04;-0,20;0,03
0,761456;-0,04;-0,19;0,03
0,763869;-0,04;-0,18;0,04
0,766094;-0,05;-0,18;0,04
0,769084;-0,04;-0,17;0,04
0,769982;-0,04;-0,17;0,05
0,772445;-0,05;-0,16;0,05
0,775510;-0,04;-0,16;0,06
0,780663;-0,03;-0,15;0,06
0,781502;-0,03;-0,14;0,07
0,781817;-0,02;-0,12;0,09
0,796145;-0,00;-0,10;0,12
0,796815;0,01;-0,10;0,14
0,797048;0,01;-0,12;0,15
0,797222;0,01;-0,14;0,15
0,797377;0,02;-0,16;0,14
0,797535;0,02;-0,17;0,13
0,797693;0,02;-0,17;0,11
0,800379;0,02;-0,16;0,10
0,802514;0,02;-0,15;0,09
0,804881;0,02;-0,14;0,08
0,808596;0,02;-0,13;0,07
0,810306;0,02;-0,12;0,07
0,812079;0,02;-0,11;0,07
0,814758;0,02;-0,11;0,08
0,818202;0,02;-0,10;0,08
0,819326;0,02;-0,10;0,09
0,820842;0,02;-0,10;0,09
0,823683;0,02;-0,11;0,09
0,825713;0,02;-0,11;0,09
0,828954;0,03;-0,12;0,09
0,830945;0,03;-0,12;0,09
0,834275;0,03;-0,12;0,09
0,835050;0,03;-0,13;0,09
0,837318;0,03;-0,13;0,09
0,840997;0,03;-0,13;0,09
0,843289;0,03;-0,13;0,09
0,844790;0,02;-0,13;0,09
0,848060;0,02;-0,12;0,10
0,849604;0,01;-0,12;0,10
0,851841;0,00;-0,11;0,11
0,854479;0,00;-0,11;0,11
0,857115;-0,00;-0,10;0,11
0,858918;-0,01;-0,09;0,11
0,860790;-0,02;-0,07;0,11
0,863780;-0,02;-0,06;0,11
0,865819;-0,03;-0,05;0,11
0,868690;-0,03;-0,03;0,11
0,871629;-0,03;-0,02;0,11
0,872250;-0,03;-0,01;0,10
0,878784;-0,03;0,01;0,10
0,879692;-0,04;0,02;0,09
0,880086;-0,03;0,03;0,08
0,881785;-0,03;0,04;0,08
0,894928;-0,03;0,04;0,07
0,895575;-0,03;0,05;0,06
0,895787;-0,02;0,05;0,05
0,895968;-0,02;0,05;0,04
0,896130;-0,01;0,05;0,03
0,896277;-0,00;0,05;0,02
0,898017;-0,00;0,05;0,01
0,900542;0,00;0,04;0,00
0,903024;0,01;0,04;-0,01
0,905413;0,02;0,03;-0,01
0,907789;0,03;0,03;-0,02
0,909597;0,03;0,02;-0,03
0,911916;0,03;0,01;-0,03
0,915072;0,03;0,01;-0,04
0,917762;0,04;0,00;-0,04
0,919697;0,04;-0,00;-0,04
0,921377;0,04;-0,01;-0,04
0,924704;0,03;-0,01;-0,04
0,927522;0,04;-0,01;-0,04
0,928362;0,03;-0,01;-0,04
0,930526;0,03;-0,01;-0,04
0,935487;0,03;0,00;-0,04
0,936302;0,03;0,01;-0,04
0,937898;0,02;0,02;-0,04
0,940979;0,02;0,03;-0,03
0,943950;0,01;0,04;-0,03
0,944899;0,00;0,06;-0,02
0,947029;-0,00;0,08;-0,02
0,949739;-0,01;0,09;-0,01
0,951972;-0,02;0,11;-0,01
0,953581;-0,02;0,12;-0,01
0,958011;-0,03;0,14;-0,01
0,958598;-0,03;0,15;-0,01
0,961335;-0,03;0,17;-0,01
0,963622;-0,04;0,18;-0,01
0,967007;-0,04;0,18;-0,02
0,969082;-0,03;0,19;-0,02
0,970829;-0,04;0,19;-0,03
0,974144;-0,04;0,20;-0,03
0,979724;-0,03;0,20;-0,04
0,980652;-0,03;0,20;-0,05
0,980963;-0,02;0,19;-0,06
0,982682;-0,02;0,19;-0,06
0,993779;-0,02;0,18;-0,07
0,994501;-0,02;0,18;-0,08
0,994738;-0,02;0,17;-0,09
0,994919;-0,01;0,16;-0,10
0,995081;-0,01;0,16;-0,11
0,995873;-0,01;0,15;-0,12
0,998305;-0,00;0,14;-0,13
1,000630;-0,00;0,14;-0,14
1,002624;-0,00;0,13;-0,15
1,005782;-0,00;0,13;-0,15
1,008029;-0,00;0,13;-0,16
1,009590;-0,01;0,14;-0,16
1,013238;-0,01;0,14;-0,16
1,014935;-0,01;0,15;-0,16
1,017988;-0,02;0,16;-0,16
1,019037;-0,03;0,17;-0,16
1,021761;-0,03;0,19;-0,15
1,024528;-0,04;0,20;-0,15
1,026611;-0,05;0,22;-0,14
1,029252;-0,06;0,23;-0,14
1,031611;-0,06;0,24;-0,13
1,034317;-0,07;0,26;-0,13
1,035237;-0,07;0,27;-0,12
1,039088;-0,08;0,27;-0,12
1,041037;-0,08;0,28;-0,11
1,042912;-0,09;0,29;-0,11
1,045505;-0,09;0,29;-0,11
1,047153;-0,09;0,29;-0,11
1,050811;-0,09;0,29;-0,10
1,051748;-0,08;0,29;-0,10
1,054950;-0,08;0,29;-0,10
1,057451;-0,08;0,29;-0,10
1,060372;-0,07;0,28;-0,10
1,061280;-0,06;0,27;-0,10
1,063499;-0,05;0,26;-0,11
1,066845;-0,04;0,25;-0,11
1,068337;-0,03;0,23;-0,11
1,070412;-0,03;0,22;-0,11
1,072823;-0,02;0,20;-0,10
1,077628;-0,01;0,18;-0,10
1,078409;0,01;0,17;-0,10
1,079981;0,02;0,14;-0,10
1,082824;0,02;0,13;-0,10
1,093608;0,03;0,11;-0,09
1,094384;0,04;0,09;-0,09
1,094671;0,04;0,07;-0,08
1,094905;0,05;0,06;-0,07
1,095124;0,05;0,04;-0,06
1,096626;0,05;0,03;-0,05
1,098257;0,05;0,01;-0,04
1,100974;0,05;0,00;-0,03
1,103234;0,05;-0,00;-0,02
1,105328;0,05;-0,00;-0,00
1,108407;0,04;-0,01;0,01
1,110034;0,03;-0,01;0,03
1,112967;0,02;-0,00;0,04
1,114982;0,02;0,00;0,05
1,117548;0,01;0,01;0,07
1,119797;0,01;0,01;0,08
1,121337;-0,00;0,02;0,09
1,125309;-0,02;0,03;0,10
1,126547;-0,02;0,04;0,12
1,129304;-0,03;0,05;0,13
1,132260;-0,04;0,05;0,14
1,134996;-0,05;0,06;0,14
1,135909;-0,05;0,07;0,15
1,138221;-0,05;0,07;0,15
1,141436;-0,06;0,07;0,16
1,143873;-0,06;0,07;0,16
1,145891;-0,06;0,07;0,16
1,147874;-0,06;0,06;0,16
1,150181;-0,06;0,06;0,16
1,152143;-0,05;0,05;0,15
1,154294;-0,05;0,04;0,15
1,158940;-0,04;0,02;0,15
1,159908;-0,03;0,01;0,14
1,161240;-0,03;-0,01;0,14
1,163880;-0,02;-0,03;0,14
1,167106;-0,01;-0,05;0,13
1,167981;0,00;-0,07;0,13
1,171693;0,01;-0,09;0,13
1,172386;0,02;-0,11;0,12
1,177444;0,03;-0,14;0,12
1,178308;0,04;-0,16;0,12
1,180421;0,05;-0,18;0,11
1,191156;0,06;-0,19;0,11
1,192099;0,07;-0,21;0,11
1,192349;0,07;-0,22;0,11
1,192583;0,08;-0,23;0,11
1,192781;0,08;-0,24;0,10
1,193851;0,08;-0,25;0,10
1,196171;0,09;-0,25;0,10
1,200100;0,09;-0,25;0,09
1,200723;0,09;-0,25;0,09
1,202925;0,08;-0,24;0,09
1,206281;0,08;-0,24;0,09
1,208928;0,08;-0,23;0,08
1,210867;0,08;-0,22;0,08
1,212812;0,07;-0,21;0,08
1,215511;0,07;-0,20;0,07
1,217707;0,06;-0,18;0,07
1,219820;0,06;-0,17;0,07
1,223468;0,05;-0,15;0,06
1,224053;0,04;-0,14;0,06
1,227329;0,04;-0,13;0,06
1,228517;0,03;-0,11;0,05
1,234118;0,02;-0,10;0,05
1,235030;0,02;-0,09;0,04
1,236818;0,01;-0,07;0,04
1,238697;0,00;-0,06;0,03
1,240946;-0,01;-0,05;0,02
1,242869;-0,01;-0,03;0,02
1,246117;-0,01;-0,02;0,01
1,248439;-0,02;-0,01;0,01
1,250644;-0,02;-0,00;-0,00
1,252347;-0,02;0,01;-0,01
1,255629;-0,02;0,01;-0,02
1,258250;-0,02;0,02;-0,02
1,259233;-0,02;0,03;-0,03
1,262242;-0,02;0,03;-0,03
1,264489;-0,02;0,03;-0,04
1,266898;-0,02;0,04;-0,05
1,268927;-0,02;0,04;-0,05
1,271028;-0,02;0,04;-0,06
1,278185;-0,01;0,04;-0,06
1,279040;-0,00;0,04;-0,07
1,279493;0,00;0,04;-0,07
1,280361;0,00;0,04;-0,08
1,292505;0,00;0,04;-0,08
1,294480;0,01;0,05;-0,08
1,295252;0,01;0,05;-0,09
1,295830;0,01;0,05;-0,09
1,296040;0,01;0,05;-0,09
1,296218;0,01;0,05;-0,09
1,296392;0,01;0,05;-0,10
1,299112;0,02;0,05;-0,10
1,301198;0,01;0,05;-0,10
1,303660;0,01;0,05;-0,10
1,305765;0,01;0,05;-0,10
1,308573;0,01;0,05;-0,10
1,310484;0,01;0,05;-0,11
1,313340;0,01;0,04;-0,11
1,317061;0,01;0,04;-0,11
1,317935;0,01;0,04;-0,11
1,320137;0,01;0,04;-0,11
1,322674;0,00;0,04;-0,10
1,325358;0,01;0,03;-0,10
1,326521;0,01;0,03;-0,10
1,329172;0,00;0,03;-0,10
1,334112;0,00;0,03;-0,09
1,335043;-0,01;0,02;-0,09
1,336557;-0,01;0,02;-0,08
1,339056;-0,01;0,02;-0,08
1,341162;-0,00;0,02;-0,07
1,342446;-0,01;0,01;-0,07
1,345363;-0,01;0,01;-0,07
1,348190;-0,01;0,01;-0,06
1,350481;-0,02;0,01;-0,06
1,352425;-0,02;0,01;-0,06
1,356261;-0,02;0,01;-0,05
1,356897;-0,02;0,02;-0,05
1,359798;-0,02;0,02;-0,05
1,361905;-0,02;0,02;-0,05
1,364814;-0,02;0,03;-0,04
1,366995;-0,02;0,03;-0,04
1,368713;-0,02;0,03;-0,04
1,370780;-0,02;0,04;-0,04
1,378626;-0,02;0,04;-0,04
1,379635;-0,02;0,04;-0,04
1,380012;-0,02;0,04;-0,04
1,380336;-0,02;0,05;-0,04
1,383760;-0,02;0,05;-0,04
1,396392;-0,02;0,06;-0,04
1,397063;-0,02;0,06;-0,04
1,397270;-0,01;0,07;-0,04
1,397440;-0,01;0,07;-0,04
1,397586;-0,01;0,07;-0,04
1,397749;-0,01;0,07;-0,04
1,398948;-0,01;0,07;-0,03
1,401293;-0,01;0,07;-0,04
1,402606;-0,00;0,07;-0,03
1,405994;-0,00;0,06;-0,03
1,408121;-0,00;0,06;-0,03
1,410320;0,00;0,05;-0,03
1,412571;0,01;0,05;-0,02
1,416970;0,01;0,04;-0,02
1,417497;0,01;0,04;-0,02
1,419905;0,01;0,03;-0,02
1,423899;0,01;0,03;-0,01
1,424606;0,02;0,02;-0,01
1,426420;0,01;0,02;-0,00
1,428744;0,01;0,01;-0,00
1,431555;0,02;0,01;0,00
